OfficialID,Name,City,State,Country,Website,NAT,ANI,EDU,HEA,COM,REL,CUL,SPO,SourceURL,SourceDate
9429043197903,Aiga Salevalasi Charitable Trust,Auckland,,NZ,www.aigasalevalasichildcare.com,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
9429030637948,Community Living Limited,Hamilton,,NZ,www.communityliving.org.nz,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
,CORE Education Charitable Trust,Christchurch,,NZ,,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
9429042762744,Journey New Zealand Trust,Kaiwaka,,NZ,www.journeynz.org,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
9429043321452,Music Futures Incorporated,Wellington,,NZ,www.musicfutures.org.nz,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
9429043323432,Tumanako Hou Trust Whakatane,Whakatane,,NZ,,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
9429043302079,Nga Wairiki Ki Uta Charitable Trust,Whanganui,,NZ,,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
9429042801177,Otautahi Women's Refuge Incorporated,,,NZ,,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
,Pike River Miners Family Educational Trust,Wellington,,NZ,,,,,,,,,,http://www.odata.charities.govt.nz/Organisations?$format=csv&$returnall=true&$filter=deregistrationdate%20eq%20null,2019
